"date","plug","worktime"
2012-06-27,"Fridge",8.18722222222222
2012-06-28,"Fridge",11.0097222222222
2012-06-29,"Fridge",12.9463888888889
2012-06-30,"Fridge",9.10611111111111
2012-07-01,"Fridge",8.27666666666667
2012-07-02,"Fridge",7.97555555555556
2012-07-03,"Fridge",8.2
2012-07-04,"Fridge",7.70388888888889
2012-07-05,"Fridge",8.20916666666667
2012-07-06,"Fridge",7.16027777777778
2012-07-07,"Fridge",7.41333333333333
2012-07-08,"Fridge",7.62916666666667
2012-07-09,"Fridge",8.32166666666667
2012-07-10,"Fridge",8.08
2012-07-11,"Fridge",7.98388888888889
2012-07-12,"Fridge",7.72777777777778
2012-07-13,"Fridge",7.30583333333333
2012-07-14,"Fridge",7.65111111111111
2012-07-15,"Fridge",8.07166666666667
2012-07-16,"Fridge",6.80916666666667
2012-07-17,"Fridge",6.70111111111111
2012-07-18,"Fridge",6.94
2012-07-19,"Fridge",7.10583333333333
2012-07-20,"Fridge",7.40888888888889
2012-07-21,"Fridge",7.21472222222222
2012-07-22,"Fridge",7.155
2012-07-23,"Fridge",7.20583333333333
2012-07-24,"Fridge",8.55166666666667
2012-07-25,"Fridge",8.43777777777778
2012-07-26,"Fridge",9.06083333333333
2012-07-27,"Fridge",9.80694444444444
2012-07-28,"Fridge",10.2366666666667
2012-07-29,"Fridge",8.79166666666667
2012-07-30,"Fridge",8.30888888888889
2012-07-31,"Fridge",8.60861111111111
2012-08-01,"Fridge",10.0905555555556
2012-08-02,"Fridge",10.1711111111111
2012-08-03,"Fridge",9.59222222222222
2012-08-04,"Fridge",10.5325
2012-08-05,"Fridge",9.73722222222222
2012-08-06,"Fridge",9.155
2012-08-07,"Fridge",8.28333333333333
2012-08-08,"Fridge",9.19666666666667
2012-08-09,"Fridge",8.475
2012-08-10,"Fridge",8.05388888888889
2012-08-11,"Fridge",8.48583333333333
2012-08-12,"Fridge",9.02722222222222
2012-08-13,"Fridge",8.89666666666667
2012-08-14,"Fridge",8.98527777777778
2012-08-15,"Fridge",9.67833333333333
2012-08-16,"Fridge",10.4791666666667
2012-08-17,"Fridge",9.62805555555556
2012-08-18,"Fridge",9.54361111111111
2012-08-19,"Fridge",10.2275
2012-08-20,"Fridge",10.2847222222222
2012-08-21,"Fridge",10.875
2012-08-22,"Fridge",11.0666666666667
2012-08-23,"Fridge",10.8147222222222
2012-08-24,"Fridge",9.75777777777778
2012-08-25,"Fridge",9.75166666666667
2012-08-26,"Fridge",8.81388888888889
2012-08-27,"Fridge",8.58916666666667
2012-08-28,"Fridge",8.86416666666667
2012-08-29,"Fridge",8.99583333333333
2012-08-30,"Fridge",8.99388888888889
2012-08-31,"Fridge",7.66583333333333
2012-09-01,"Fridge",6.9675
2012-09-02,"Fridge",6.93027777777778
2012-09-03,"Fridge",7.62638888888889
2012-09-04,"Fridge",7.58916666666667
2012-09-05,"Fridge",18.7088888888889
2012-09-11,"Fridge",16.1236111111111
2012-09-12,"Fridge",8.77138888888889
2012-09-13,"Fridge",7.37666666666667
2012-09-14,"Fridge",17.43
2012-09-15,"Fridge",19.7127777777778
2012-09-16,"Fridge",7.22166666666667
2012-09-17,"Fridge",7.60416666666667
2012-09-18,"Fridge",7.62166666666667
2012-09-19,"Fridge",8.01166666666667
2012-09-20,"Fridge",7.27638888888889
2012-09-21,"Fridge",7.19666666666667
2012-09-22,"Fridge",7.29805555555556
2012-09-23,"Fridge",7.58055555555556
2012-09-24,"Fridge",7.65777777777778
2012-09-25,"Fridge",7.33138888888889
2012-09-26,"Fridge",7.22944444444444
2012-09-27,"Fridge",7.16805555555556
2012-09-28,"Fridge",7.33388888888889
2012-09-29,"Fridge",7.50305555555556
2012-09-30,"Fridge",7.40027777777778
2012-10-01,"Fridge",7.47194444444444
2012-10-02,"Fridge",6.53111111111111
2012-10-03,"Fridge",6.69638888888889
2012-10-04,"Fridge",6.7725
2012-10-05,"Fridge",7.2675
2012-10-06,"Fridge",6.80694444444444
2012-10-07,"Fridge",7.79888888888889
